course_name,course_url,topics,skills,tools,syllabus_summary
Develop CPO-Level Skills,https://maven.com/elena-luneva/business-impact,"Career Growth, Influence, Product Strategy",A1: Strategy & Feasibility (30%),"ChatGPT, Claude","Business Case: Snackly, Map Case Spreadsheet, Case: Budgeting Braintrust AI JD Generation, Story telling under fire the SSSO Framework, AI Tools for Improving Executive Presence, Executive Brief Template 1-Pager, Influence in Action Presentation, Stakeholder Influence Mapping Template, Questions: to Pressure-Test a Revenue Model, Story Telling & AI Prompts, Executive Communication Prompts for ChatGPT, Claude, GTM for your product, Optional: GTM ownership analysis, HW: Horizon Planning, Meeting Presentation"
Dynamic Excel for Finance,https://maven.com/seidman-financial/excel-finance,Excel,,,"Navigating the course content on Maven, Start interacting with the network + community in The Finance Circle, VLOOKUP and HLOOKUP, Dynamic INDIRECT, Introduction to Dynamic Array Functions, Exercise: Static vs. Dynamic INDEX, MATCH, and Data Validation, Exercise: Dynamic Sparklines, Dynamic Tables vs. Enterprise Performance Management (EPMs), The WATCH Window, Business Models vs. Financial Models, Formula Relations and Formula Auditing, Dynamic XLOOKUP and XMATCH, YEARFRAC and NETWORKDAYS Functions, SORT and SORTBY Functions, Defining Names and Creating Dynamic Ranges"
Elite AI Assisted Coding,https://maven.com/kentro/context-engineering-for-coding,"AI, Coding with AI","A2: PRD & Specs (30%), A3: Eval & Iteration (30%), B3: Agents & RAG (30%), A5 (80%)","Claude, Claude Code","The Spec Flow Process: From Idea to Tasks, Getting Started, Adding Tools via MCP, Working Incrementally with AI Todos and Git, Git Worktrees, LLMs in the CLI using the unix philosophy, Large Codebase Context + Indexing, Generic to Personalized Ways of Getting Context, Zero to plan.md using voice transcription, Sandboxed Filesystem for AI Coding with Codespaces"
Elite AI Product Leadership Certification by AI Product Academy,https://maven.com/amitfulay/toppmleader,"AI, Leadership",A1: Strategy & Feasibility (30%),,"Career Conversation Template, Ace High Stakes Product Reviews, The Pyramid Principle, Lyft's 3P's Ritual, We Don’t Sell Saddles Here, Product Strategy Template, Tesla Master Plan"
End-to-End AI Engineering Bootcamp,https://maven.com/swirl-ai/end-to-end-ai-engineering,"AI, Agentic AI, Machine Learning","A3: Eval & Iteration (80%), A4: Shipping & Lifecycle (80%), B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), A2: PRD & Specs (30%), B1: Models & Selection (30%), B2: System Architecture (30%), A5 (30%)","Copilot, Cursor, GPT-4, Gemini, Google Colab, Hugging Face, LangChain, LangGraph, OpenAI API, Pinecone","Understanding the AI product lifecycle, Human Feedback and Fault Tolerance in Agentic Systems, Context Engineering and prompt management, Capstone Progress: Apply hybrid retrieval and re-ranking to your RAG pipeline, Capstone Progress: Enabling tool use in your agentic system, Capstone Progress: Implement agentic RAG logic tailored to your project use cas, Capstone Progress: Extend your capstone to include agent-to-agent interaction, Capstone Progress: Finalize system architecture, implement reliability features, Planning, delegation, and task routing among agents, Managing latency and cost for AI applications, Human in the loop (HITL), RAG Data Ingestion Pipeline, Tooling overview (LangGraph, vector DBs, LLM APIs, etc.), Embedding models & vector DB integration, Hands-on Section"
Engineering Leadership in the AI Era,https://maven.com/modernleader/engineering-management,Leadership,C2 (80%),,"Write your personal QDP, Case study: A real-world example of reframing feedback"
Escape Velocity: The 100K AI Product Fast Track,https://maven.com/aiafterhours/escape-velocity-the-100k-fasttrack,"AI, Prototyping","A4: Shipping & Lifecycle (80%), A1: Strategy & Feasibility (30%), A3: Eval & Iteration (30%), D1: Communication & Influence (30%), A5 (80%)","Bolt, ChatGPT, Claude, Copilot, Cursor, DALL-E, Figma, GPT-4, Gemini, LangChain, Lovable, Midjourney, OpenAI API, Perplexity, Replit, Zapier, v0","Launch and Distribution Planning, Paid Advertising: Are You Ready?, Architecture and Sprint Planning Prompt, Pricing Validation Conversations, AI-Generated Unit Tests, Test 1.1: User Signup with Valid Email, The ‘build-in-public’ Awareness Engine, Ideation Canvas, User Feedback, Business Model, Business Plan Presentation, Initial Prototype, Problem Hunting Safari Worksheet, Unfair Advantage Canvas, Personal Reach Inventory"
Executive Alignment for Enterprise Operations and Governance,https://maven.com/intelli-ven/manage-to-lead-executive-alignment-system,Management,,,"1.2 Idea-to-Benefit, 1.3 Strategy, 1.5 YOUR CASE ECF, 1.6 Example Executive Live Session, 1.1 Mandate, 1.4 YOUR CASE MANDATE, 2.1 Read & View, 2. 2 Input Prompts, 2.4 YOUR CASE, 2.3 Practice Case - Gap, 3.3 Practice Case - Retail Bank, 3.4 YOUR CASE, 3.1 Read & View, 4.3 Input Prompts, 4.5 Practice Case - Hero Arts"
Executive Communication & Influence for Senior ICs and Managers,https://maven.com/wes-kao/executive-communication-influence,"Career Growth, Communication, Influence, Leadership",,,"Setting yourself up for a successful course, Info on 1:1 private coaching, Day 2 takeaway slides: Managing up, framing, dealing with pushback, Have a question for Wes? Do this, Common questions, Worksheet: Build a predictive model of your manager, Day 2: Video of supplemental concepts, Reflection exercise, 5 ways to make the most of cohort-based courses and your learning community, Implementation guide: Continuing to practice after the course, Day 1 takeaway slides: RLC, verbal, written, Wes' book recommendations, Day 1: Video of supplemental concepts, Script bank"
"Executive Lens Simulation: Leading through Alignment, Friction and Influence",https://maven.com/mikeli/beyondthescript,Influence,C1 (80%),,"Component 2 - Case study (2), Component 2 - Case study (1), Recommended Private Coaching Resources., Component 1 - Case study part, 30 minute coaching session scheduling link"
Exit Ready: The CEO's Guide to Strategic M&A,https://maven.com/vector-mna/exit-ready,Strategy,,,"Project: Apply to Your Company, Apply to Your Company"
FP&A Bootcamp,https://maven.com/fpaprep/fpa-bootcamp,FP&A,,,"Speed Up Your Reporting Masterclass, Workshop #2 Slides, Workshop #1 Slides, Workshop #3 Slides"
FP&A Mastery Signature Program - Track A,https://maven.com/seidman-financial/fpa-technical-mastery-signature-program,FP&A,,,"Session Content, Capstone Business Case - Cash Flow Forecasting and Modeling, Capstone Business Case: Build a Dynamic Data Flow Process, ✍️ Capstone Business Case: Build an FP&A Process Flow"
FP&A Mastery Signature Program - Track B,https://maven.com/seidman-financial/fpa-mastery-signature-program-b,FP&A,,,Session Content
FP&A Technical Fluency and Strategic Thinking,https://maven.com/seidman-financial/financial-planning-and-analysis,FP&A,,Copilot,"Build an FP&A process flow, LinkedIn Learning Courses by Carl Seidman"
Fast track to World-class Senior Engineer,https://maven.com/top-engineer/fast-track-to-senior,Career Growth,,ChatGPT,"AttentionOS Workflowy template - start with it!, Async: Dive Deeper, Async Pre-Lecture, Project: Context Clarification, Project: Personal Fit, Initial quick self-assessment, 🔴 Bootstrapping AttentionOS, Learning & Practicing Project, Fast Track Feedback: Your Story So Far, Async: Engineer's Career Path, Async: Useful Detours, Workbook Link, Async: Optional reading, Async: Diving Deeper, Async: Personal Fit Deep Dive"
Fearless Feedback Mastery: Driving Performance for Managers & Leaders,https://maven.com/endurance-management-coaching/deliver-fearless-feedback,"Management, Performance Management",C1 (80%),,"Upward Feedback, Guide To Working With Me"
Financial Fluency for Product Leaders,https://maven.com/giff-constable/financial-fluency,Finance,"A1: Strategy & Feasibility (30%), A2: PRD & Specs (30%)",,"Housekeeping items, Connect the dots between product metrics and financial ones, Project Diversify vs Project Churn, Price Increase Analysis, The AI Code Reviewer, Going deeper into a P&L, 5-point rubric to financial impact, Intro to the income statement, How are businesses valued?"
From Full-Time to Fractional: A Step-by-Step Launch Playbook for Senior Leaders,https://maven.com/emily-hollender/full-time-to-fractional,Entrepreneurship,,,"My fractional favorites, Your course workbook, Resource: Discovery call question guide, Streamline to Scale: Operational Efficiency Planning for Solopreneurs, Resource: Contract essentials, Health insurance & retirement, Submit your one-pager for feedback, Share your 30-day business development game plan, Build your fractional sales toolkit, Interesting articles, Business Structure 101: Sole Proprietorship, LLC and S-Corp, Post-work: Create your personal CRM system, Systems starter pack, Your fractional launch checklist, Resource: Networking outreach templates"
From Vibe to Live: Build and Deploy Production AI Agents,https://maven.com/rafael-pierre/building-agentic-ai-apps-with-mcp,"AI, Agentic AI","A4: Shipping & Lifecycle (80%), B3: Agents & RAG (80%), A3: Eval & Iteration (30%), B2: System Architecture (30%), A5 (30%)","ChatGPT, Claude, Cursor, GPT-4, LangChain, LangGraph, OpenAI API, Windsurf","Implementing Trajectory Evaluation with Phoenix, Docker & Containers Crash Course, MCP Transport Types: Streamable HTTP, The Hitchhiker's Guide To This Course 🚀, Enterprise Applications of LLM as a Judge, Agent Evaluation Dimensions: From Basic LLM Metrics to Advanced Agent Behaviors, Business Impact of Trajectory Evaluation, Code Examples & Templates, What is LLM as a Judge?, From LLMOps to AgentOps: Managing AI Systems at Scale, Recap: Model Context Protocol, Implementing Agent Observability: From Setup to Production, GPT API Endpoint and API Key, What is Agentic Trajectory Evaluation?, Deploying your production agentic app"
GTM Engineer Foundations,https://maven.com/atrium-academy/gtm-engineer-foundations,"AI, GTM, Revops","A1: Strategy & Feasibility (30%), A3: Eval & Iteration (30%), B3: Agents & RAG (30%)","Claude, DALL-E, Zapier","Week 1 Resources, Week 1 Exercise, Week 2 Resources, Week 3 Resources, Week 4 Resources, Week 5 Resources, Week 5 Exercise Demo, Capstone Idea Submission, Claude Meta Prompt, Available Inputs (not to be confused with examples):, Input Processing Priority (Task-Specific):, Constraints and Edge Cases (Task-Specific Only):, Search Strategy Requirements (Tailored to Task):, Example Process (Task-Specific):, Task-Specific Pitfalls:"
Game Production – Think Like a Game Producer & Ship Games!,https://maven.com/andy-johnson/game-production,Game Development,"A2: PRD & Specs (30%), A4: Shipping & Lifecycle (30%)",,"Scrum Master Certification, Agile vs. Waterfall, Navigating the course content on Maven, What is Scrum?, Class #9 Lesson Deck, Scrum Resources, Class #10 Lesson Deck, Assignment #1 What kind of Producer are you?, Assignment #4 Build out a backlog item for your project, Assignment #5 - The Curve Ball, Class #12 Lesson Deck, Class #3 Lesson Deck, 5 ways to make the most of cohort-based courses and your learning community, Class #2 Lesson Deck, Product, Program and Project Manager differences"
Gen Marketer Bootcamp: B2B Startup Marketing for the AI Era,https://maven.com/mkt1/ai-for-b2b-marketing-leaders,"AI, GTM, Marketing","A1: Strategy & Feasibility (80%), A5 (30%)","ChatGPT, Lovable, Relay","Video Lesson + Slides + Pre-Reads, Course Slides, Video lesson + slides, Project: Marketing advantages & big-bet campaign ideas (reviewed by Kramer), Team & self-assessment, Map your ecosystem (optional & not reviewed by Kramer), Marketing Strategy & Plan, Submit any AI summaries, videos, diagrams you make for the course (Optional), Pre-reads, ACCESS ALL THE VIDEOS FOREVER!"
Get Promoted Faster: For ICs & Managers,https://maven.com/ethan-evans/early-career-promotion-fast-track,Career Growth,,"ChatGPT, Custom GPTs","Slides, Career and Ice Breakers, 24/7 personalized executive career coaching to Level Up, FAQs, Bonus Material, Based on the book ""Decisive"" by Chip & Dan Heath"
Hands-on Agentic AI for Leaders,https://maven.com/james-gray/hands-on-ai-for-leaders,AI,"B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), A3: Eval & Iteration (30%), A4: Shipping & Lifecycle (30%), A5 (30%)","ChatGPT, Claude, Claude Code, Copilot, Cursor, Gemini, NotebookLM, Notion AI, Perplexity","Build Conversational Agent UX with OpenAI ChatKit, Build Deterministic Workflows with Microsoft Copilot Studio, Create AI-Voiced Audio, Analyze the Anatomy of an Agent Skill, Build Autonomous Agents with ChatGPT Agent Mode, Build a Deterministic Automated Workflow, Compose Content with an AI Co-Author, Configure Your AI Personalization Settings, Build Browser Workflows with ChatGPT Atlas, Solve Complex Problems Using AI Reasoning Models, Hands-on AI Course Overview (Video & Slides), Create Visuals with an AI Co-Designer, Agentic System Tracing, Personalized 1:1 Coaching, Configure AI-Powered Code Editor"
How AI & LLMs Work: A Fast-Track Crash Course for Busy Professionals,https://maven.com/spreadsheets-are-all-you-need-ai/ai-for-everyone-master-ai-with-spreadsheets,"AI, Working with LLMs","B1: Models & Selection (80%), B2: System Architecture (80%), A1: Strategy & Feasibility (30%)",,
How To Scale A Business With AI & Agentic Workflows - Foundations,https://maven.com/aibuildlab/scale-with-ai-agentic-workflows,"AI, Agentic AI","B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), A4: Shipping & Lifecycle (30%), B2: System Architecture (30%)",,"Important!, Why Chatbots Aren't Enough Anymore"
How to Become a Supermanager with AI,https://maven.com/hilary-gridley/ai-powered-people-management,"AI, Management, Productivity","B2: System Architecture (30%), B3: Agents & RAG (30%), A5 (80%)","Bolt, ChatGPT, Claude, Claude Code, Copilot, Cursor, Custom GPTs, Gemini, Lovable, Replit, Zapier","Putting your system to work, Managing up with AI: Your ""manager context"" doc, Create the conditions for AI adoption and fluency, Live sessions, Prompt Mad Libs: Build an evaluator tool, Share 3 ideas for custom GPTs you want to build, Session 2: Scoping & Troubleshooting, Prompt Mad Libs: Vibe coding, AI as your strategic thinking partner, Prompt Mad Libs: Deciding what to build, Live Session 1B: Build Session, Prompt mad libs: AI as your strategic thinking partner, What makes an agent useful?, Live Session 1A: Speed Run Through Parts 1-2, Recorded content"
How to Document Your Business Processes,https://maven.com/jen-bergren/documentation1,Documentation,,,"Day 4 Culture agenda, Day 2 Writing class survey, Day 2 Writing continued agenda, Day 3 Systems class survey, Share your top ten prioritized processes, Share your edited piece of documentation, Survey, rating, testimonial for the entire class, Preparing for the course, Day 1: Prioritizing & Writing class survey, Improving existing systems: Video, Day 4 Culture class survey, Day 3 Systems Agenda, Class 1 Prioritizing and Writing agenda"
Influence Without Authority,https://maven.com/crossing-career-chasms/influence-without-authority,"Communication, Influence",C1 (80%),,"B7. Influence Process for Large Groups - Slides, A1. Human Communication Model - Slides, A4. Difficult Conversations, Negotiation, Charisma - Slides, A6. Emotional Intelligence - Slides, B4. Relationships & Reputation - Manager Relationships - Slides, A3. Listening Deeply & Speaking Precisely - Slides, A5. Positive Intelligence - Slides, Pre-Work, Course Structure and Schedule, B6. Influence Process 1:1 - Slides, Course Intro - Slides, B4. Relationships & Reputation - Strong Peer Relationships - Slides, A2. Presence - Slides, B5. Decision Complexity - Slides, Worksheet"
Interview Mastery: The Science of Hired,https://maven.com/evan-lapointe/interview-mastery,Interviewing,,,Know thyself
Lead AI Projects Without Technical Skills,https://maven.com/lauren-vriens/ai-business-planning,"AI, Prototyping","A1: Strategy & Feasibility (80%), A2: PRD & Specs (30%), A4: Shipping & Lifecycle (30%), A5 (80%)",,"""Why We're Going AI-Native"" Email Template, What to expect in the live sessions, Identify and prioritize your high-leverage AI use cases, Putting the Build, Buy, Vibe Framework into Practice, Demo: Your AI Use Case in Action, 7 Point AI Reality Check to Avoid Failure"
Leadership Masterclass - Level Up Your Executive Visibility,https://maven.com/monica-aggarwal/level-up-your-executive-visibility,"Communication, Influence",C2 (80%),,Week 1
Learn Healthcare UX Certification,https://maven.com/hxrlabs/transitioning-into-ux-for-healthcare,"Healthcare, UX","A1: Strategy & Feasibility (80%), A3: Eval & Iteration (80%), D1: Communication & Influence (30%)","ChatGPT, Figma","Demo: Creating a Compelling Healthcare UX Case Study, Evaluative Testing for Healthcare Apps, AI in Healthcare UX, Week 1 Project, Week 2 Project, Week 3 Project, Demo: Social listening and AI app builder, Learning Objectives for Week 3, Introduction to Healthcare UX, Tools, takeaways, and what's next!, Understanding the Healthcare User Model Matrix (HUMM), Final Usability Testing and Refinement, Refining Your App Concept and Gathering Feedback, Mapping User Needs, Pain Points, and Behavior Patterns, Features vs. Feasibility"
Learn to Control AI like a Creative Director,https://maven.com/buildmyaesthetic/the-ai-creative-director,"AI, Branding, Design, Working with LLMs","A1: Strategy & Feasibility (30%), A3: Eval & Iteration (30%), D1: Communication & Influence (30%)","ChatGPT, Gemini, Midjourney","Intro: Why We’re Starting with Midjourney, Setting the Scene, Basic Parameters, Moodboarding, Process Test Project, Midjourney Test Project, Realism Test Project, Portfolio Project Brief, Direction Project, Intro: Why Most People are Bad at AI, Intro: The AI Creative Director Process, Intro: The Best Tools, CC: Character Creation, Current Limitations + Expected Updates, Edit Panel"
Level Up to Product Super IC with AI,https://maven.com/anshumani/levelup-to-super-ic,"AI, Leadership, Productivity","A2: PRD & Specs (80%), A1: Strategy & Feasibility (30%), A3: Eval & Iteration (30%), A4: Shipping & Lifecycle (30%), B2: System Architecture (30%), A5 (80%)","Bolt, Claude, Claude Code, Cursor, Figma, Lovable, Replit","Technical Standard for AI-Agent-Ready Product Specifications (MD-PRD v1.0), Mastering the AI Development Workflow"
Level Up with Figma,https://maven.com/baseline-design/level-up-with-figma,Figma,"D1: Communication & Influence (30%), A5 (30%)","Cursor, Figma","02 – The Basics: Teams, Projects, Files, & Pages, 03 – The Basics: Interface Elements & Navigation, 04 – FigJam, Sites, Slides, & Buzz, 05 – The Basics: Collaboration & Community, 06 – Vectors & Exploring Figma Draw, 07 – Frames vs. Groups & Sections, 08 – Building with Constraints, 10 – Editing with Multi-edit, 11 – Auto Layout: An Introduction, 12 – Building with Auto Layout & Grid, 13 – Components: An Introduction, 14 – Components: Creating Variants & Properties, 15 – Creating & Publishing Component Libraries, 17 – Variables: An Introduction, 18 – Variables: Creating Variables & Modes"
Level up on Linkedin Accelerator,https://maven.com/luol/personalbrand,Content Marketing,,,"Bonus, Linkedin Profile Checklist, Positioning & Content, 87 Linkedin Post Ideas, Course Intro, Plays, Hacks, and Content Systems, Engagement & Audience Building"
Level up the impact of your UX research,https://maven.com/rexperience/writingforimpact,"UX, User Research",,,"Introduction to frameworks, Test your understanding by answering the questions, When to use existing frameworks, Qual: making observations into insights, Structuring your report, Pyramids, matrices and categorisation frameworks, Improving insights, Frameworks, Reports, Quant: making observations into insights, The secret to great frameworks: MECE, Module 1 slides: why frameworks are important, Module 1: improving insights slides, Introduction to recommendations, Module Recap"
MGMT Accelerator: AI-Enhanced Leadership,https://maven.com/dave-kline/mgmt-accelerator,"AI, Leadership",,,"Q&A w/ Christine Carrillo (video), Q&A w/ Justin Su'a (video), Human Approach to Effective Feedback [5 Min], Setting yourself up for a successful course, Do You Have A Manager's Mindset - HBR [5 Min], PrinciplesYou Assessment, Module 6: Amplify Your Culture With Your Cadence (Workbook), The 5 Deadly Sins for New Managers [3 Min], Diagnosing Problems To Root Cause - Cheat Sheet, The Netflix Culture Memo, Navigating the course content on Maven, 5 ways to make the most of cohort-based courses and your learning community"
MGMT Fundamentals - Foundational Skills for New Managers,https://maven.com/dave-kline/mgmt-fundamentals,"Communication, Leadership, Management",C2 (80%),,"Manage Output, MGMT Fundamentals Templates, Manage Performance, Manage Up, Manage Conflict, Manage Yourself, Setting yourself up for a successful course, Manage Potential, Navigating the course content on Maven"
Make Better Decisions,https://maven.com/annie-duke/make-better-decisions,Decision Making,C1 (80%),,"HBR Article: Kahneman, Lovallo and Sibony; Before You Make That Big Decision, Words to Probability, Article: The Law of Group Polarization by Cass Sunstein, Article: Wise teamwork: Collective confidence calibration predicts the effective, Group Decision Making Discussion Guide, Data Distributions: Normal, Skewed, Bimodal"
Management Mastery - Communicate with Influence,https://maven.com/jess-goldberg/management-mastery,"Communication, Influence, Management",C1 (80%),,"Manager Mindset Journal Prompt, Next Steps, Feedback Script, Want Jess to speak at your company or teach Management Mastery?, Suggested Readings, Feelings and Needs list, Recommended Reading on Decision Making"
ManagerGPT: The AI Tools and Human Systems to Scale Yourself and Your Team Fast,https://maven.com/actionablefeedback/managergpt,"AI, Management","B1: Models & Selection (30%), A5 (30%)","ChatGPT, Claude, Claude Code, Copilot, Cursor, Custom GPTs, Gemini, Lovable, NotebookLM, Perplexity","Inner Dialogue Example (Text & Video), Top 12 Tools, NotebookLM + FAQs, Coaching FAQs & Example Videos, The GAIN Template + Examples, The Science of GAIN, If the conversation is dying, either lead it or leave it, Why No Productivity Hack Will Solve Your Overwhelm, How can we leverage ourselves as leaders?, Taming the Slack Monster, AI Calendar Audit, Setup/Refine Next Actions System, Clean Handoff, Test Your Custom GPT with 1 person, Test Your Copilot"
Managing Data for Finance Powered by Microsoft Power Query,https://maven.com/seidman-financial/managing-data-for-finance-with-power-query,FP&A,,,Capstone Business Case: Build a Dynamic Data Flow Process
Master Enterprise-Grade AI Agents in 2026,https://maven.com/subha-shetty/enterprise-grade-ai-agents,AI,"A1: Strategy & Feasibility (80%), B3: Agents & RAG (80%), A2: PRD & Specs (30%), A4: Shipping & Lifecycle (30%), B1: Models & Selection (30%), B2: System Architecture (30%)",Relay,"Take home exercise. ASC, Complete Build-buy-partner, Re-introduce capstone project, Take home TCO, Capstone project : Planning, Presentations. Part 1 of 2, Agent and Automate, Introduction and Goals, Take Home : Draft your Governance, Submit your capstone presentation, Automation vs Agency, Capstone preparation, Game : Agent or Automate?, Automate and Agentify, Agent Strategy Canvas"
Master Executive Presence & Communication with AI,https://maven.com/yuezhao/execpre,"Career Growth, Communication, Influence",,Figma,"Why Others Would Invite Our Influence, 5 ways to make the most of cohort-based courses and your learning community, Speak to the context of your audience, not of yourself, Start with the (desired) outcome, not the input, Navigating the course content on Maven, Clarity ""On the Spot"", Get Feedback!, Record Yourself Delivering a Presentation, Tell me about a project, Make a plan, Your Influence Map, A Note on Learning Executive Presence & Communication, Body Language: Posture, Facial Expressions, Gestures, Find professional commonalities, Staying in Abundance and Calm"
"Master Market-Ready Agentic AI Workflows: Step-by-Step, No Code Required",https://maven.com/aibuildlab/ai-build-lab,"AI, Agentic AI","B3: Agents & RAG (80%), A4: Shipping & Lifecycle (30%)",,Everything you need to know about accessing the Build Lab Course Hub
Master UX Design for AI,https://maven.com/hcaiinstitute/mxdai,"AI, UX","A1: Strategy & Feasibility (80%), A2: PRD & Specs (80%), A3: Eval & Iteration (30%), B1: Models & Selection (30%), B2: System Architecture (30%), D1: Communication & Influence (30%)","ChatGPT, Claude, Copilot, Figma, GPT-4, Gemini, LangChain, Midjourney, NotebookLM, Notion AI, Perplexity","Designing Effective System Prompts, 📖 Course Curriculum, ❓ FAQs and Support, Human Centered AI Design Principles, Assignment 01: Project Definition Document, Assignment 02: AI Use Case, Assignment 03: Design Principles, Assignment 05: AI Interaction Flow Design, Final Assignment: High-Fidelity AI UX Prototypes, Assignment 04: Write a System Prompt, Core Building Blocks of Conversational AI design, Guide: Prototyping Tools and Step by Step Guides, The Four Fundamental Shifts in AI Design, Foundations of AI Design, The Role of UX in AI’s Adoption"
Mastering AI Skills For Marketers,https://maven.com/pvaiacademy/mastering-ai-skills-for-marketers,AI,"A1: Strategy & Feasibility (80%), A3: Eval & Iteration (30%), B1: Models & Selection (30%)","ChatGPT, Perplexity","Overview: AI As A Transformative Force In Marketing, Use Case Study: Saving time and boosting efficiency with AI., Differences In Traditional Market Research Vs. AI Enhanced, Workshop: 3 AI Tools to Supercharge your Marketing Campaign Strategies., Overview: Leveraging AI for deep insights into customer behavior  lesson, Networking with AI-Savvy Marketing Professionals., Overview: Utilizing AI Tools for better campaign analysis & actionable insights, Workshop: Elevating your marketing game & career by crafting AI-fueled Personas., Overview: Strategies for Marketing Campaign Development utilizing AI Tools., Use Case Study: Using AI To Reposition An On-Trend Brand, AI and NextGen Marketing., Use Case Study: Creating dynamic, AI-informed personas., Workshop: AI Strategies For Next-Level Marketing Research, Key takeaways: Practical AI skills for immediate application., Workshop: Identifying opportunities for AI integration in your current role."
Modern Forecasting Mastery: From Models to Decisions,https://maven.com/valeriy-manokhin/modern-forecasting-mastery,Forecasting,,,
Modern Forecasting in Practice,https://maven.com/tim-januschowski/modern-forecasting,Forecasting,"A3: Eval & Iteration (80%), B1: Models & Selection (80%), A1: Strategy & Feasibility (30%), A4: Shipping & Lifecycle (30%)",,"Session 1: Should Your Business Problem Be Solved With Forecasting?, Session 1, Session 2: Forecasting Solutions Using a Small Set of Time Series, Session 2, Session 3, Session 3: Forecasting Solutions With a Large Set of Time Series, Session 4, Session 5, Session 5: What Best Practices Help You Avoid Common Pitfalls in Production?, First session: Should Your Business Problem Be Solved With Forecasting?, Second session: Forecasting Solutions Using a Small Set of Time Series, Cheatsheets, Deep Dive with Nixtla, Fourth Session: Forecasting Solutions With Dependency Structures, Fifth session: What Best Practices Help You Avoid Common Pitfalls in Production?"
Outstanding: Get the Recognition & Sponsorship You Deserve,https://maven.com/chaitali-narla/outstanding-tech-career,Career Growth,,,"Email from Future-You to Present-You, Asking Practice"
PM Interview Bootcamp,https://maven.com/crossing-career-chasms/product-management-interview-preparation,"Career Growth, Interviewing","A1: Strategy & Feasibility (30%), A5 (30%)","Bolt, ChatGPT, Claude, Cursor, Devin, Lovable, Perplexity, Replit, Windsurf, Zapier","Verbal Skills - Slides, Slides, Mindset - Template, Planning Job Search - Slides, Career Frameworks & Northstar - Slides, Next 60 Days Plan - Template - Aug 14, Analytical Thinking - Templates, Satish's Response, Calendar Invites, Leadership Stories Brainstorming, Job Search Template, Productivity - Mindfulness (Startup) [Live Practice], Media By Publishers - NY Times or other top online publication / magazine [HW], Dating - Startup, Mentorship - LinkedIn"
PM Masterclass for Designers,https://maven.com/ryan-scott/product-management-for-designers,"Career Growth, Product Strategy","A1: Strategy & Feasibility (80%), A2: PRD & Specs (80%), A3: Eval & Iteration (80%), A4: Shipping & Lifecycle (30%), D1: Communication & Influence (30%)","ChatGPT, Figma","Scoping: Mastering a core PM responsibility, Async Pushback Playbook: Working with incomplete information, Pushback Playbook: Reframing the impossible, Interview w/ Mindy Taylor. Head of Product @ Revyse., Stakeholder Management: Preventing bad advice, User needs: Jobs-to-be done vs. User stories vs. Use cases, Proprietary framework: Opportunity prioritization framework, Alignment deliverables: PRDs, Individual metrics: Conventional metrics, Assessing Cost, AI + Module 1: Using LLMs to assess opportunities through research, Async Pushback Playbook: Wrangling a HiPPO, Building a Research Plan Step 1: Prompt + Priority, AI + Module: Using LLMs to Manage Stakeholders, Job security in the AI era"
Personal Branding & Social Selling on Linkedin,https://maven.com/liamdarmody/linkedin-personal-branding-social-selling,Linkedin,,"ChatGPT, Claude, DALL-E, Midjourney, Perplexity","Week 1 Recap, Week 2 Recap, Week 3 Recap, Week 4 Recap, Loom Videos FTW!, Book your 1:1 with Liam"
Personal Branding Masterclass,https://maven.com/mark-schaefer/marketing,"Branding, Marketing",,,"Outline for this class, Course structure, Optional pre-work, AI Prompts to help you develop content, AI prompts to help you build an audience, AI Prompts to help you find your space, IMPORTANT: pre-course survey, Class THREE, Ten AI prompts to help find your sustainable interest, Bonus content: Imposter syndrome"
Persuading People: The PM's Edge in the Age of AI,https://maven.com/amplifypm/persuasive-storytelling-system,"Communication, Influence, Storytelling",,,"The Complete Course Resource Guide, Project #1: Retroactive Story Mapping, Project #2: Retroactive Slide Makeover, Introduce yourself, Private AMA Session with Roshan"
Product Strategy Workshop,https://maven.com/gibson-biddle/product-strategy-short-workshop,Product Strategy,A1: Strategy & Feasibility (80%),,"Gib's final survey, Build your own product strategy - slides template, Executive Summary of all Product Strategy Frameworks, Examples of B2B, Consumer, and Startup Product Strategies, Click below to ask & upvote questions., Product Strategy Course Agenda, PDF of slides presented in the first Product Strategy Workshop session, Links to additional product strategy materials"
Product-led Growth in B2B,https://maven.com/leah-tharin/productledgrowth,"GTM, Growth",A1: Strategy & Feasibility (30%),Figma,"Leah's Curated list of Knowledge, My Product-led Growth Guide (optional), (Bonus) Finding your ICP Material, PLG & Strategy, data & goal setting, (Optional) Skill Groups and different types of Product Management, (Optional) Seniority Levels, Miro Board Support - Template, Leah's Product-led Growth Guide (Premium PDF) (optional), (Optional)  Leah's Podcast episodes on Product-led Sales, (Optional) Product Management Frameworks, Assignment for Session 1: Product-led Growth, Assignment Companies, Assignment for Session 1: Freemium, trial, reverse-trial & case studies, Assignment for Session 2: Finding customer success & ICPs, Loops, Assignment for Session 3: Team activation vs. Individual User"
